title;tags;contentWarn;watched;watching;rating
Altered Carbon: Resleeved;['Action', 'Sci Fi', 'Based on a Novel', 'CG Animation'];['Violence'];445;18;3.596
Haiyore! Nyaruko-san;['Action', 'Comedy', 'Harem', 'Romance', 'Sci Fi', 'Aliens', 'Anthropomorphic', 'Cohabitation', 'Interspecies Relationship', 'Non-Human Protagonists', 'Parody', 'Based on a Light Novel'];[];12296;1430;3.603
Please Twins: The Summer Never Ends;['Comedy', 'Ecchi', 'Original Work'];['Incest', 'Mature Themes'];10435;42;3.602
D.N.Angel;['Fantasy', 'Romance', 'Shoujo', 'Coming of Age', 'Thieves', 'Based on a Manga'];[];26748;1460;3.602
Video Girl AI;['Comedy', 'Romance', 'Sci Fi', 'Shounen', 'Love Triangle', 'Sudden Girlfriend Appearance', 'Based on a Manga'];[];4207;75;3.602
Qin Shi Mingyue: Zhu Zi Bai Jia;['Action', 'Ancient China', 'Chinese Animation', 'Historical', 'Wuxia', 'CG Animation'];[];31;3;3.602
Inazuma Eleven GO: Galaxy;['Sports', 'Family Friendly', 'Soccer', 'Based on a Video Game'];[];916;131;3.601
Dragon Ball: Yo! The Return of Son-Goku and Friends!!;;;;;
Attack on Titan 3rd Season Specials;['Comedy', 'Shounen', 'Chibi', 'Parody', 'Based on a Manga'];[];342;29;3.601
Mobile Suit Gundam SEED C.E.73: Stargazer;['Mecha', 'Sci Fi', 'Outer Space'];['Violence'];4563;61;3.601
Kannagi: If You Are a Shrine Maiden;['Comedy', 'Fantasy', 'Shoujo', 'Japanese Mythology', 'School Club', 'School Life', 'Supernatural', 'Based on a Manga'];[];2974;32;3.6
kemu: Roku-chou Nen to Ichiya Monogatari;['Vocaloid'];[];121;0;3.6
Ojarumaru;['Family Friendly', 'Short Episodes', 'Time Travel', 'Based on a Manga'];[];;25;3.6
Aki no Kanade;['Drama', 'Slice of Life', 'Anime Tamago', 'Music', 'Original Work'];[];1072;22;3.6
Jungle Emperor Leo: Yuuki ga Mirai wo Kaeru;['Action', 'Comedy', 'Drama', 'Animal Protagonists', 'Cats', 'Environmental', 'Family Friendly', 'Non-Human Protagonists'];[];288;5;3.599
Zettai Karen Children;;;;;
The Vision of Escaflowne: The Movie;['Action', 'Fantasy', 'Mecha', 'Romance', 'Shoujo', 'Isekai', 'Person in a Strange World', 'Swordplay', 'Original Work'];['Explicit Violence'];14992;75;3.599
Umisho;['Comedy', 'Ecchi', 'Shounen', 'Sports', 'School Club', 'School Life', 'Swimming', 'Based on a Manga'];[];4671;259;3.599
Hotori: Tada Saiwai o Koinegau;;;;;
And you thought there is never a girl online?;['Comedy', 'Ecchi', 'Romance', 'Guilds', 'MMORPG', 'School Life', 'Sudden Girlfriend Appearance', 'Based on a Light Novel'];[];12914;1644;3.598
Bump of Chicken: Answer;['Drama', 'Board Games'];[];377;3;3.598
H2O: Footprints in the Sand;['Drama', 'Romance', 'Slice of Life', 'Countryside', 'Disability', 'Psychological', 'School Life', 'Based on an Eroge', 'Based on a Visual Novel'];['Bullying', 'Mature Themes', 'Nudity', 'Physical Abuse'];10215;583;3.598
Oban Star-Racers;;;;;
Strawberry Marshmallow Special: Episode 0;['Comedy', 'Shounen', 'Slice of Life', 'Astronauts', 'Outer Space', 'Based on a Manga'];[];1393;7;3.597
BuBu ChaCha;['Comedy', 'Fantasy', 'Slice of Life', 'Animal Protagonists', 'Cars', 'Dogs', 'Original Work'];[];82;6;3.597
Cheer Boys!! Specials;['Sports', 'School Club', 'School Life', 'Based on a Novel'];[];165;10;3.665
Jing: King of Bandits;['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Slice of Life', 'Episodic', 'Thieves', 'Based on a Manga'];[];7083;568;3.597
YAT Anshin! Uchuu Ryokou;['Adventure', 'Comedy', 'Sci Fi', 'Outer Space'];[];96;8;3.597
Mekaku City Actors;['Action', 'Comedy', 'Drama', 'Mystery', 'Based on a Song', 'Mental Illness', 'Supernatural'];[];11571;1437;3.596
Children of the Sea;['Drama', 'Mystery', 'Seinen', 'Ocean', 'Supernatural', 'Based on a Manga'];[];254;28;3.625
ef - a tale of memories: Prologue;['Comedy', 'Romance', 'Shorts'];[];2773;30;3.596
Captain Harlock: Mystery of the Arcadia;['Action', 'Drama', 'Sci Fi', 'Seinen', 'Aliens', 'Leijiverse', 'Outer Space', 'Space Opera', 'Space Pirates', 'Based on a Manga'];[];888;17;3.595
Detective Conan: The Fugitive Kogorou Mouri;['Mystery', 'Shounen', 'Police', 'Based on a Manga'];[];183;3;3.595
AKB0048;['Action', 'Drama', 'Mecha', 'Sci Fi', 'Idols', 'Music', 'Outer Space', 'Showbiz', 'Original Work'];[];3558;359;3.595
A Sister's All You Need;['Comedy', 'Ecchi', 'Romance', 'Slice of Life', 'Novel Industry', 'Based on a Light Novel'];['Nudity'];4557;710;3.596
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!;['Comedy', 'Shounen', 'Based on a Manga'];[];41;7;3.595
Occult Academy;['Anime no Chikara', 'School Life', 'Supernatural', 'Time Travel', 'Original Work'];[];7696;959;3.595
Grimm Douwa: Kin no Tori;['Adventure', 'Fantasy'];[];44;1;3.594
CB Chara Go Nagai World;['Comedy', 'Mecha', 'Sci Fi', 'Chibi', 'Crossover', 'Demons', 'Parody', 'Person in a Strange World', 'Supernatural', 'Super Robot', 'Based on a Manga'];[];287;9;3.594
Yu-Gi-Oh! 3D: Bonds Beyond Time;['Shounen', 'Card Battles', 'High Stakes Games', 'Based on a Manga'];[];5704;50;3.595
Star Driver;['Action', 'Mecha', 'Island', 'School Life', 'Original Work'];[];5722;1112;3.594
Actually;['Comedy', 'Romance', 'Shounen', 'Romantic Comedy', 'School Life', 'Slapstick', 'Supernatural', 'Vampires', 'Based on a Manga'];[];7618;966;3.593
Yumeiro Pâtissière: Mune Kyun Tropical Island!;['Comedy', 'Shoujo', 'Forest', 'Island', 'Jungle', 'Shorts', 'Based on a Manga'];[];1291;14;3.594
Magical Girl Raising Project;['Action', 'Fantasy', 'Magical Girl', 'Battle Royale', 'Contemporary Fantasy', 'Dark Fantasy', 'Henshin Heroes', 'Magic', 'Melancholy', 'PVP', 'Urban Fantasy', 'Based on a Light Novel'];['Violence'];3511;575;3.593
Fushigiboshi no Futagohime;['Comedy', 'Fantasy', 'Magical Girl', 'Family Friendly', 'Henshin Heroes', 'Magic', 'Siblings'];[];669;131;3.593
Gag Manga Biyori 3;['Comedy', 'Shounen', 'Crude', 'Episodic', 'Gag', 'Short Episodes', 'Based on a Manga'];[];271;10;3.593
Pokemon Movie 2: The Power of One;;;;;
Black Jack: The Movie;['Drama', 'Shounen', 'Doctors', 'Medical', 'Based on a Manga'];[];2538;24;3.592
Wagaya no Oinari-sama;;;;;
One Piece: Romance Dawn;['Action', 'Adventure', 'Fantasy', 'Shounen', 'Pirates', 'Superpowers', 'Based on a Manga'];[];594;21;3.592
Galaxy Angel A;['Comedy', 'Sci Fi', 'Episodic', 'Outer Space'];[];1802;69;3.591
Before Green Gables;;;;;
Future Card Buddyfight 100;['Card Battles', 'Monsters', 'Based on a Card Game'];[];219;84;3.591
Anata wo Zutto Aishiteru;['Adventure', 'Animal Protagonists', 'Dinosaurs', 'Family Friendly', 'Non-Human Protagonists', 'Prehistoric', 'Based on a Novel'];[];91;5;3.589
Catnapped! The Movie;['Fantasy', 'Animal Protagonists', 'Animal Transformation', 'Anthropomorphic', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Person in a Strange World', 'Siblings'];[];357;6;3.591
Zoids: Genesis;['Action', 'Mecha'];[];3225;105;3.59
Human Lost;['Sci Fi', 'Cyberpunk', 'Based on a Novel', 'CG Animation'];[];104;54;3.579
Sexy Commando Gaiden Sugoiyo!! Masaru-san;;;;;
Kemonozume;['Action', 'Horror', 'Romance', 'Abstract', 'Monsters', 'Swordplay', 'Original Work'];['Explicit Sex', 'Mature Themes', 'Physical Abuse', 'Violence'];2273;230;3.59
Mobile Suit Gundam SEED Destiny Special Edition I: The Broken World;['Mecha', 'Sci Fi'];[];1821;18;3.59
Yu-Gi-Oh! Duel Monsters;;;;;
Final Fantasy VII: On the Way to a Smile, Episode: Denzel;['Action', 'Fantasy', 'Magic', 'Based on a Video Game'];[];4154;37;3.589
Invincible Superman Zanbot 3;;;;;
Armored Trooper Votoms: Pailsen Files;['Mecha', 'Sci Fi', 'Military', 'Real Robot', 'Original Work'];[];702;77;3.589
Dragon Ball: Plan to Destroy the Saiyajin;['Action', 'Fantasy', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Revenge', 'Superpowers', 'Based on a Manga'];[];7985;34;3.589
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!;['Adventure', 'Family Friendly', 'Japanese Mythology', 'Person in a Strange World', 'Supernatural', 'Time Travel', 'Youkai', 'Based on a Video Game'];[];259;8;3.588
Momokuri;['Comedy', 'Romance', 'Slice of Life', 'School Life', 'Short Episodes', 'Based on a Manga'];[];1817;458;3.588
Shakugan no Shana S Specials;['Comedy', 'Chibi'];[];4466;156;3.588
UFO Robo Grendizer;['Action', 'Mecha', 'Sci Fi', 'Shounen', 'Super Robot', 'Based on a Manga'];[];554;31;3.588
Room Camp: Sauna to Gohan to Miwa Baiku;['Adventure', 'Seinen', 'Slice of Life', 'School Club', 'The Great Outdoors', 'Based on a Manga'];[];157;9;3.622
Junkers Come Here;['Drama', 'Fantasy', 'Animal Protagonists', 'Divorce', 'Dogs', 'Non-Human Protagonists', 'Pets', 'Based on a Novel'];[];625;15;3.587
Promare: Lio-hen;['Action', 'Sci Fi', 'Original Work'];[];373;12;3.605
Angelic Layer;['Action', 'Sci Fi', 'Shounen', 'Proxy Battles', 'Tournaments', 'Based on a Manga'];[];11254;623;3.587
Tenjho Tenge: The Past Chapter;;;;;
Night on the Galactic Railroad;['Fantasy', 'Animal Protagonists', 'Anthropomorphic', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Trains', 'Based on a Novel'];[];1044;21;3.587
The Comic Artist and His Assistants;['Comedy', 'Ecchi', 'Seinen', 'Slice of Life', 'Coworkers', 'Manga Industry', 'Otaku Culture', 'Writers', 'Based on a Manga'];[];7744;676;3.586
Godzilla Movie 2: City on the Edge of Battle;['Action', 'Mecha', 'Sci Fi', 'Kaijuu', 'Military', 'Monsters', 'Tokusatsu', 'Based on a Movie', 'CG Animation'];[];1717;28;3.586
Mar;;;;;
Cannon Busters;['Fantasy', 'Based on a Comic Book'];[];236;28;3.586
Da Capo if;['Drama', 'Romance', 'Based on an Eroge', 'Based on a Visual Novel'];[];2672;47;3.586
Princess Resurrection: Princess Comatose;;;;;
After War Gundam X;['Action', 'Mecha', 'Sci Fi', 'Human Experimentation', 'Military', 'Post-apocalyptic', 'Psychic Powers', 'Superpowers', 'Original Work'];[];5096;301;3.585
HoneyWorks & LIPxLIP: Chiisana Lion;['Romance', 'Cats'];[];78;2;3.52
Cyber Formula SAGA;['Sports', 'Racing', 'Original Work'];[];365;8;3.585
Porphy no Nagai Tabi;['Adventure', 'Europe', 'Orphans', 'Siblings', 'World Masterpiece Theater', 'Based on a Novel'];[];80;13;3.585
Cyber Formula;['Sci Fi', 'Sports', 'Cars', 'Racing', 'Original Work'];[];625;44;3.585
Toriko Movie: Secret Recipe of Gourmet God!;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Food and Beverage', 'Superpowers', 'Based on a Manga'];[];677;19;3.584
Koi ni Naritai Aquarium;['Idols'];[];322;8;3.584
Desert Punk;['Comedy', 'Ecchi', 'Sci Fi', 'Seinen', 'Bounty Hunters', 'Desert', 'Guns', 'Post-apocalyptic', 'Based on a Manga'];[];11656;1183;3.584
Infinite Stratos Encore: A Sextet Yearns to Be in Love;['Comedy', 'Ecchi', 'Harem', 'Sci Fi', 'Slice of Life'];['Nudity'];7788;77;3.584
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku;;;;;
Utakoi;['Drama', 'Josei', 'Romance', 'Feudal Japan', 'Historical', 'Based on a Manga'];[];1043;207;3.583
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteidan;['Comedy', 'Police', 'Time Travel'];[];18;1;3.583
Yu Yu Hakusho: The Movie;['Action', 'Shounen', 'Supernatural', 'Based on a Manga'];[];8016;42;3.582
The Wind Guardians;['Adventure', 'Chinese Animation', 'CG Animation'];[];51;6;3.582
Nintama Rantarou;['Action', 'Adventure', 'Comedy', 'Shounen', 'Family Friendly', 'Ninja', 'Short Episodes', 'Based on a Manga'];[];;92;3.582
Dragon Ball Super: Broly - Skytree Super;['Action', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Non-Human Protagonists', 'Superpowers'];[];575;42;3.582
Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody;['Adventure', 'Animal Protagonists', 'Anthropomorphic', 'Insects', 'Non-Human Protagonists'];[];15;3;3.581
The Guyver: Bio-Booster Armor II;['Sci Fi', 'Shounen', 'Power Suits', 'Based on a Manga'];['Explicit Violence', 'Nudity'];703;16;3.581
Otaku no Video;['Comedy', 'Otaku Culture', 'Parody', 'Original Work'];[];2371;52;3.581
Hatenkou Yuugi;['Adventure', 'Drama', 'Fantasy', 'Josei', 'Based on a Manga'];[];3985;384;3.581
Mu Wang Zhi Wang: Qi Lin Jue;['Action', 'Chinese Animation', 'Historical'];[];35;40;3.58
Tales from Earthsea;['Action', 'Drama', 'Fantasy', 'Based on a Novel'];['Violence'];15011;112;3.581
Bakusou Kyoudai Let's & Go!! WGP;['Shounen', 'Cars', 'Racing', 'Based on a Manga'];[];106;13;3.58
Prince of Stride: Alternative;['Sports', 'Running', 'School Club', 'School Life', 'Based on an Otome Game', 'Based on a Visual Novel'];[];5761;1162;3.58
Cop Craft;['Action', 'Fantasy', 'America', 'Contemporary Fantasy', 'Detectives', 'Guns', 'Person in a Strange World', 'Police', 'Urban Fantasy', 'Based on a Light Novel'];['Violence'];2111;957;3.582
Sailor Moon Sailor Stars: Hero Club;['Magical Girl', 'Shoujo', 'Henshin Heroes', 'Magic', 'Recap', 'Tokusatsu', 'Based on a Manga'];[];1576;27;3.58
Lupin III: The Secret of Mamo;['Action', 'Adventure', 'Criminals', 'Thieves'];[];2309;14;3.58
Kodomo no Jikan: Rin's Classroom Diary;['Comedy', 'Ecchi', 'Seinen', 'Age Gap', 'Recap', 'Student-Teacher Relationship', 'Based on a Manga'];[];1336;24;3.579
Keina Suda: Veil;['Abstract'];[];207;4;3.583
Gundam Build Divers Re:RISE;;;;;
Magical Taruruuto-kun;['Comedy', 'Fantasy', 'Based on a Manga'];[];20;5;3.578
Lupin III Special 26: Italian Game;['Action', 'Comedy', 'Criminals', 'Italy', 'Thieves'];[];223;9;3.578
Tsuyoshi Shikkari Shinasai;['Comedy', 'Drama', 'Seinen', 'Based on a Manga'];[];28;1;3.578
A Certain Magical Index-tan;['Comedy', 'Sci Fi', 'Magic', 'Parody', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Light Novel'];[];6373;84;3.578
Cardfight!! Vanguard G: Next;['Action', 'Fantasy', 'Card Battles', 'Family Friendly', 'Tournaments', 'Based on a Card Game'];[];263;84;3.578
Mokke Specials;['Seinen', 'Slice of Life', 'Countryside', 'Family Friendly', 'Iyashikei', 'Japanese Mythology', 'Siblings', 'Supernatural', 'Youkai', 'Based on a Manga'];[];196;9;3.577
High School DxD Hero: Holiness Behind the Gym;['Action', 'Ecchi', 'Fantasy', 'Harem', 'Recap', 'Based on a Light Novel'];['Nudity'];2437;91;3.578
Last Exile: Fam, the Silver Wing;['Adventure', 'Fantasy', 'Sci Fi', 'Aviation', 'Military', 'Steampunk'];[];2652;507;3.577
Crusher Joe Movie;['Action', 'Sci Fi', 'Mercenaries', 'Outer Space', 'Space Pirates', 'Based on a Light Novel'];['Violence'];396;14;3.577
Shin Koihime Musou: Otome Tairan;['Adventure', 'Ecchi', 'Ancient China', 'Martial Arts', 'Romance of the Three Kingdoms', 'Based on an Eroge', 'Based on a Visual Novel'];[];1935;155;3.577
Aoki Densetsu Shoot!;['Romance', 'Shounen', 'Sports', 'Love Triangle', 'Soccer', 'Based on a Manga'];[];1273;89;3.576
Legend of Basara;['Action', 'Adventure', 'Fantasy', 'Shoujo', 'Impersonation', 'Post-apocalyptic', 'Based on a Manga'];[];1247;81;3.576
Yokohama Kaidashi Kikou: Quiet Country Cafe;['Seinen', 'Slice of Life', 'Androids', 'Countryside', 'Iyashikei', 'Non-Human Protagonists', 'Robots', 'Based on a Manga'];['Nudity'];1182;38;3.576
The Day I Bought a Star;['Sci Fi', 'Ghibli Museum Shorts', 'Shorts'];[];85;20;3.576
Hitoshizuku-P x Yama△: Party×Party;['Vocaloid'];[];101;1;3.575
Ebichu;;;;;
Marty Friedman: The Perfect World;['Action', 'Sci Fi'];['Violence'];495;6;3.575
LocoDol OVA;['Seinen', 'Slice of Life', 'Christmas', 'Idols', 'Based on a Manga'];[];344;46;3.575
The iDOLM@STER: Cinderella Girls;['Idols', 'Music', 'Showbiz', 'Based on a Mobile Game'];[];1465;246;3.575
amazarashi: Mudai;['Illness'];[];181;2;3.574
The Big O;['Action', 'Mecha', 'Sci Fi', 'Amnesia', 'Androids', 'Episodic', 'Isolated Society', 'Noir', 'Non-Human Protagonists', 'Post-apocalyptic', 'Robots', 'Original Work'];[];11573;443;3.574
Doraemon: Nobita no Getsumen Tansaki;['Adventure', 'Shounen', 'Cats', 'Family Friendly', 'Non-Human Protagonists', 'Outer Space', 'Robots'];[];74;6;3.573
The Diary of a Crazed Family;;;;;
Cheburashka Movie;['Animal Protagonists', 'Non-Human Protagonists', 'Stop Motion Animation'];[];19;2;3.573
Twin Spica;['Drama', 'Sci Fi', 'Seinen', 'Astronauts', 'School Life', 'Supernatural', 'Based on a Manga'];[];1082;75;3.573
Manabi Straight! Special;['Comedy', 'Slice of Life'];[];626;6;3.573
Ninja Hattori-kun Plus Perman: Chounouryoku Wars;['Comedy', 'Shounen', 'Crossover', 'Ninja', 'Based on a Manga'];[];34;2;3.572
Armored Trooper Votoms: Pailsen Files Movie;['Action', 'Mecha', 'Sci Fi', 'Real Robot', 'Original Work'];[];271;5;3.572
Living for the Day After Tomorrow;['Drama', 'Shounen', 'Age Transformation', 'Countryside', 'Supernatural', 'Based on a Manga'];[];2599;133;3.572
Negima!? Natsu Special!?;['Comedy', 'Ecchi', 'Shounen', 'Magic', 'Based on a Manga'];[];4490;45;3.572
Devils' Line;['Action', 'Drama', 'Horror', 'Romance', 'Seinen', 'Adult Couples', 'Interspecies Relationship', 'Mature Romance', 'Non-Human Protagonists', 'Police', 'Supernatural', 'Vampires', 'Based on a Manga'];['Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Sexual Content', 'Violence'];5225;1192;3.574
Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku;['Drama', 'Historical', 'War', 'World War 2'];[];32;3;3.572
Princess Arete;['Drama', 'Fantasy', 'Kidnapping', 'Magic', 'Medieval', 'Royalty', 'Based on a Fairy Tale'];[];1163;29;3.571
Rockman.EXE Stream;['Sci Fi', 'Proxy Battles'];[];738;30;3.571
Cinderella Monogatari;;;;;
When They Cry: Kai - Ura Higu;['Comedy', 'Ecchi', 'Parody'];[];3699;73;3.57
As Miss Beelzebub Likes.;['Comedy', 'Romance', 'Shounen', 'Demons', 'Hell', 'Supernatural', 'Based on a Manga'];[];1462;387;3.57
Project ARMS: The 2nd Chapter;['Sci Fi', 'Shounen', 'Cyborgs', 'Superpowers', 'Based on a Manga'];[];399;25;3.57
Strain: Strategic Armored Infantry;;;;;
Eve: Heart Forecast;[];[];134;0;3.57
Figure 17;['Drama', 'Sci Fi', 'Slice of Life', 'Aliens', 'Coming of Age', 'Countryside', 'Family Friendly', 'School Life', 'Original Work'];[];1156;121;3.571
Strike the Blood: Kieta Seisou-hen;['Fantasy', 'Harem', 'Demons', 'Island', 'Magic', 'School Life', 'Vampires', 'Based on a Light Novel'];['Nudity'];399;32;3.579
Eve: Tokyo Ghetto;['Supernatural', 'Vocaloid'];[];163;1;3.569
Hells Angels;['Action', 'Comedy', 'Fantasy', 'Seinen', 'Afterlife', 'Demons', 'Hell', 'Monster School', 'Non-Human Protagonists', 'School Life', 'Based on a Manga'];['Nudity'];1109;54;3.569
Aikatsu!;['Idols', 'Music', 'Music School', 'School Life', 'Showbiz', 'Based on a Card Game'];[];1243;397;3.569
Noir;['Mystery', 'Amnesia', 'Assassins', 'Conspiracy', 'Criminals', 'Europe', 'France', 'Guns', 'Mercenaries', 'Noir', 'Original Work'];[];11186;953;3.569
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha;['Comedy', 'Police'];[];15;1;3.568
Bodacious Space Pirates;['Adventure', 'Sci Fi', 'Outer Space', 'School Life', 'Space Pirates', 'Based on a Light Novel'];[];4433;1107;3.568
Terra Formars OVA;['Action', 'Horror', 'Sci Fi', 'Seinen', 'Human Experimentation', 'Insects', 'Superpowers', 'Survival', 'Based on a Manga'];['Explicit Violence', 'Mature Themes'];1903;132;3.568
Negima!? Haru Special!?;;;;;
Servamp;['Action', 'Comedy', 'Josei', 'Master-Servant Relationship', 'School Life', 'Supernatural', 'Vampires', 'Based on a Manga'];['Violence'];6974;1466;3.568
Mobile Suit Gundam SEED Movie I: The Empty Battlefield;['Sci Fi'];[];1870;24;3.567
Cardfight!! Vanguard Movie: Neon Messiah;['Fantasy', 'Card Battles', 'Family Friendly', 'Based on a Card Game'];[];301;10;3.567
Robotech: The Shadow Chronicles;['Action', 'Mecha', 'Sci Fi', 'Aliens', 'Military', 'Real Robot', 'War'];[];2071;19;3.567
Izetta: The Last Witch;['Action', 'Fantasy', 'Europe', 'Magic', 'Military', 'Political', 'War', 'Witches', 'World War 2', 'Original Work'];[];4567;1326;3.567
Legends of the Dark Kings: A Fist of the North Star Story;;;;;
Mamoru-kun ni Megami no Shukufuku wo!;;;;;
Inazuma Eleven GO;['Sports', 'Family Friendly', 'Soccer', 'Based on a Video Game'];[];1907;233;3.565
Tales of Symphonia: Tethe'alla Hen Specials;['Comedy', 'Fantasy', 'Based on a Video Game'];[];766;79;3.566
Jurassic Tripper;['Adventure', 'Sci Fi', 'Dinosaurs', 'Person in a Strange World', 'Based on a Novel'];[];177;21;3.566
PriPara 3;['Idols', 'Music', 'Showbiz', 'Based on a Video Game'];[];142;48;3.565
Heat Guy J Special;['Sci Fi', 'Police', 'Original Work'];[];263;6;3.565
Hammerhead;"['Sci Fi', '""Japan Animators Exhibition""', 'Shorts', 'Superpowers']";['Explicit Violence'];484;45;3.565
Psychic School Wars;['Drama', 'Romance', 'Sci Fi', 'School Life', 'Time Travel', 'Based on a Novel'];[];3384;94;3.564
Kamisama Dolls;['Action', 'Comedy', 'Sci Fi', 'Seinen', 'Robots', 'Based on a Manga'];[];5428;633;3.564
